Order Date,Region,Category,Sub-Category,Sales,Quantity,Profit,Discount
2024-07-30,West,Apparel,Shoes,345.97,10,125.51,0.1
2024-07-31,South,Electronics,Laptops,2361.11,5,851.52,0.3
2024-08-01,Central,Electronics,Headphones,4940.71,9,1827.22,0.1
2024-08-01,East,Apparel,Shoes,1660.53,4,343.46,0.1
2024-08-01,South,Furniture,Tables,4074.52,3,220.61,0.1
2024-08-02,Central,Electronics,Laptops,4562.27,10,591.34,0.3
2024-08-02,East,Apparel,Jackets,208.2,3,27.18,0.3
2024-08-03,Central,Furniture,Tables,4770.31,8,-201.65,0.0
2024-08-04,Central,Furniture,Chairs,3160.2,2,424.9,0.0
2024-08-07,East,Office Supplies,Binders,901.5,2,122.36,0.3
2024-08-07,South,Electronics,Laptops,4317.73,1,1025.18,0.0
2024-08-08,North,Office Supplies,Paper,2688.7,5,1026.76,0.0
2024-08-09,South,Apparel,Jeans,3869.07,7,1427.84,0.1
2024-08-12,South,Furniture,Tables,3117.54,5,412.54,0.0
2024-08-12,West,Furniture,Beds,4539.05,8,522.41,0.3
2024-08-12,East,Office Supplies,Binders,4636.53,4,1695.51,0.3
2024-08-12,West,Office Supplies,Paper,850.0,9,294.57,0.1
2024-08-15,West,Apparel,Jeans,112.73,1,25.32,0.2
2024-08-16,West,Furniture,Tables,2174.27,3,48.83,0.0
2024-08-16,East,Office Supplies,Pens,3029.19,9,579.48,0.2
2024-08-17,Central,Apparel,T-shirts,3816.56,7,757.87,0.2
2024-08-19,Central,Apparel,Shoes,547.39,9,37.83,0.1
2024-08-19,West,Furniture,Tables,1051.33,9,-60.07,0.2
2024-08-20,Central,Furniture,Chairs,1420.41,3,-37.59,0.0
2024-08-20,South,Furniture,Chairs,4571.83,7,-240.28,0.1
2024-08-21,East,Office Supplies,Binders,3203.55,3,622.3,0.2
2024-08-21,North,Apparel,T-shirts,183.51,8,29.29,0.3
2024-08-22,South,Apparel,Jeans,203.93,1,16.78,0.0
2024-08-22,East,Office Supplies,Pens,224.49,4,84.72,0.1
2024-08-22,East,Furniture,Sofas,610.88,2,51.48,0.1
2024-08-24,East,Furniture,Chairs,2923.53,2,440.47,0.0
2024-08-24,West,Apparel,Shoes,2708.04,8,879.23,0.3
2024-08-25,North,Office Supplies,Envelopes,1592.08,3,548.54,0.0
2024-08-26,East,Electronics,Smartphones,3424.22,3,707.43,0.0
2024-08-27,West,Office Supplies,Binders,4524.93,4,1346.9,0.1
2024-08-28,Central,Office Supplies,Envelopes,4153.65,6,959.81,0.2
2024-08-29,East,Apparel,Jackets,3404.48,9,1053.47,0.0
2024-08-31,South,Furniture,Sofas,4355.83,8,-83.4,0.3
2024-08-31,South,Furniture,Beds,2418.14,2,420.74,0.2
2024-09-01,East,Furniture,Chairs,4244.28,2,637.08,0.2
2024-09-01,Central,Office Supplies,Envelopes,4097.45,2,754.88,0.0
2024-09-02,South,Electronics,Smartphones,4617.23,6,1141.43,0.2
2024-09-02,West,Electronics,Smartphones,4470.41,5,1551.12,0.2
2024-09-04,West,Furniture,Beds,3720.56,6,356.9,0.0
2024-09-05,Central,Office Supplies,Envelopes,1799.51,1,473.59,0.2
2024-09-07,North,Furniture,Beds,2699.94,3,322.49,0.1
2024-09-07,East,Electronics,Smartphones,415.15,2,111.42,0.3
2024-09-07,North,Apparel,Jeans,3821.16,8,563.9,0.1
2024-09-08,South,Furniture,Chairs,4886.59,10,-364.8,0.3
2024-09-08,South,Electronics,Smartphones,4824.02,9,1196.86,0.0
2024-09-08,West,Electronics,Headphones,1575.75,2,618.57,0.3
2024-09-09,Central,Electronics,Smartphones,2894.72,10,748.39,0.3
2024-09-09,West,Office Supplies,Binders,4360.37,4,1706.25,0.1
2024-09-10,Central,Electronics,Cameras,23.53,1,6.34,0.0
2024-09-12,East,Furniture,Chairs,1500.09,9,60.86,0.2
2024-09-12,South,Electronics,Headphones,2778.02,4,350.08,0.1
2024-09-12,West,Electronics,Smartphones,2954.53,1,224.17,0.2
2024-09-12,North,Office Supplies,Paper,2591.34,8,201.67,0.3
2024-09-14,East,Apparel,Jeans,3982.94,2,761.36,0.1
2024-09-14,North,Electronics,Laptops,1998.61,3,221.41,0.3
2024-09-16,South,Office Supplies,Binders,3294.25,2,776.75,0.1
2024-09-17,North,Office Supplies,Envelopes,3217.31,10,1008.26,0.2
2024-09-18,West,Office Supplies,Pens,4893.47,8,1660.3,0.1
2024-09-18,Central,Office Supplies,Paper,391.29,1,45.51,0.2
2024-09-19,West,Furniture,Tables,2400.83,5,390.24,0.3
2024-09-21,North,Apparel,Jackets,1269.85,2,192.48,0.3
2024-09-22,South,Apparel,Shoes,4752.65,2,303.32,0.3
2024-09-23,North,Apparel,T-shirts,595.1,1,103.46,0.3
2024-09-24,East,Furniture,Sofas,4863.95,7,355.65,0.0
2024-09-27,East,Apparel,Shoes,2846.93,3,349.78,0.0
2024-09-28,North,Apparel,Shoes,2272.33,9,726.59,0.1
2024-09-30,East,Office Supplies,Envelopes,1263.32,3,70.51,0.3
2024-10-01,East,Apparel,Jeans,3027.48,3,183.39,0.1
2024-10-01,North,Apparel,Shoes,422.61,10,104.55,0.3
2024-10-01,North,Office Supplies,Binders,1090.56,8,80.18,0.1
2024-10-02,Central,Electronics,Headphones,1633.92,4,199.13,0.0
2024-10-03,South,Office Supplies,Pens,725.07,10,152.81,0.1
2024-10-03,South,Furniture,Sofas,2163.93,3,-208.37,0.3
2024-10-03,West,Furniture,Beds,53.08,1,-3.23,0.1
2024-10-04,Central,Apparel,T-shirts,4284.08,4,297.12,0.3
2024-10-04,North,Electronics,Cameras,3743.82,6,229.06,0.1
2024-10-05,South,Apparel,T-shirts,1104.97,10,327.14,0.1
2024-10-06,North,Electronics,Headphones,3917.48,8,1461.89,0.3
2024-10-06,North,Electronics,Laptops,4075.03,2,1076.23,0.3
2024-10-07,South,Electronics,Headphones,4988.62,4,1439.07,0.1
2024-10-07,West,Electronics,Cameras,938.98,9,138.59,0.2
2024-10-08,Central,Electronics,Smartphones,2895.35,3,843.92,0.2
2024-10-10,West,Office Supplies,Binders,4304.34,7,1175.63,0.0
2024-10-11,Central,Furniture,Beds,258.69,6,-4.0,0.0
2024-10-11,South,Electronics,Cameras,4169.17,3,1486.53,0.0
2024-10-14,Central,Electronics,Headphones,2967.25,1,303.95,0.0
2024-10-14,South,Office Supplies,Pens,1977.91,1,615.92,0.2
2024-10-15,North,Apparel,Jeans,3964.65,9,1330.94,0.1
2024-10-16,North,Electronics,Headphones,482.39,7,28.69,0.0
2024-10-16,East,Office Supplies,Pens,3744.24,8,784.98,0.2
2024-10-17,East,Electronics,Cameras,3948.12,9,657.78,0.3
2024-10-19,North,Office Supplies,Pens,3929.05,8,1155.39,0.2
2024-10-19,South,Office Supplies,Binders,427.89,7,77.36,0.2
2024-10-19,North,Apparel,T-shirts,4534.75,2,1627.02,0.0
2024-10-19,East,Electronics,Cameras,4952.86,6,255.78,0.1
2024-10-20,North,Office Supplies,Pens,2640.73,5,898.43,0.1
2024-10-21,South,Office Supplies,Binders,2993.5,9,480.66,0.3
2024-10-21,North,Apparel,Jackets,2376.18,10,453.35,0.3
2024-10-22,North,Apparel,T-shirts,4415.59,8,789.71,0.0
2024-10-22,Central,Office Supplies,Binders,4601.37,2,474.35,0.2
2024-10-23,South,Apparel,Shoes,1392.29,5,327.21,0.1
2024-10-23,East,Office Supplies,Paper,3881.29,8,562.62,0.3
2024-10-24,East,Furniture,Chairs,2266.36,3,-190.21,0.2
2024-10-25,East,Electronics,Smartphones,3780.88,10,723.53,0.3
2024-10-25,East,Furniture,Sofas,4314.13,7,469.93,0.2
2024-10-25,East,Apparel,T-shirts,1894.31,6,710.72,0.2
2024-10-25,West,Furniture,Beds,4854.14,3,248.97,0.0
2024-10-25,North,Apparel,Jeans,3393.27,3,516.55,0.3
2024-10-28,Central,Furniture,Chairs,1973.24,6,364.81,0.1
2024-10-30,West,Office Supplies,Pens,2009.21,2,379.46,0.0
2024-10-31,East,Office Supplies,Envelopes,1179.95,10,437.77,0.3
2024-11-01,West,Furniture,Beds,1448.37,10,-126.16,0.1
2024-11-02,South,Furniture,Sofas,3457.78,4,-140.09,0.0
2024-11-03,North,Electronics,Headphones,1560.34,4,327.26,0.3
2024-11-03,Central,Office Supplies,Paper,2705.32,8,842.09,0.0
2024-11-04,East,Office Supplies,Binders,2908.73,1,1099.83,0.2
2024-11-04,South,Office Supplies,Binders,1300.3,10,111.47,0.3
2024-11-07,North,Apparel,T-shirts,1837.54,3,338.33,0.0
2024-11-07,South,Electronics,Cameras,1615.08,8,463.25,0.1
2024-11-07,North,Office Supplies,Paper,4237.71,7,602.65,0.1
2024-11-07,Central,Furniture,Chairs,970.33,8,175.44,0.2
2024-11-08,South,Furniture,Beds,825.28,3,133.52,0.2
2024-11-08,South,Electronics,Headphones,1555.12,4,571.16,0.1
2024-11-09,South,Electronics,Cameras,1763.69,10,675.8,0.0
2024-11-10,North,Furniture,Tables,4499.5,8,-220.6,0.2
2024-11-10,West,Office Supplies,Pens,2229.23,1,267.16,0.0
2024-11-11,North,Furniture,Sofas,1761.56,9,-115.21,0.0
2024-11-11,Central,Office Supplies,Paper,3570.41,1,299.14,0.0
2024-11-12,East,Apparel,Jeans,3839.49,9,1119.44,0.1
2024-11-12,North,Apparel,T-shirts,4530.09,9,1328.35,0.2
2024-11-13,West,Apparel,Jeans,74.62,5,20.94,0.3
2024-11-13,North,Office Supplies,Pens,91.35,8,27.25,0.1
2024-11-14,West,Furniture,Sofas,1164.63,9,73.66,0.2
2024-11-14,South,Apparel,T-shirts,77.54,6,27.51,0.1
2024-11-15,South,Apparel,Shoes,4352.69,6,393.32,0.2
2024-11-15,West,Electronics,Headphones,251.6,10,19.62,0.1
2024-11-16,Central,Apparel,Shoes,2195.62,4,191.75,0.1
2024-11-16,South,Office Supplies,Paper,521.12,4,28.68,0.1
2024-11-16,Central,Apparel,Shoes,3525.16,6,181.3,0.2
2024-11-17,East,Apparel,Jackets,3850.04,4,1375.52,0.3
2024-11-17,East,Apparel,Jeans,1737.25,10,460.26,0.0
2024-11-18,Central,Furniture,Tables,69.81,1,-2.73,0.2
2024-11-19,South,Office Supplies,Envelopes,3179.98,4,793.94,0.1
2024-11-19,West,Furniture,Sofas,757.05,2,65.98,0.2
2024-11-21,South,Electronics,Cameras,1046.92,7,339.8,0.1
2024-11-21,South,Furniture,Tables,4552.59,1,-298.51,0.0
2024-11-22,West,Office Supplies,Envelopes,4161.59,1,1428.15,0.1
2024-11-22,East,Furniture,Chairs,1036.37,2,-83.06,0.0
2024-11-22,South,Apparel,Jeans,1977.74,9,152.67,0.0
2024-11-23,South,Electronics,Laptops,619.88,5,236.79,0.1
2024-11-24,South,Furniture,Chairs,2806.44,7,170.42,0.2
2024-11-25,Central,Apparel,Shoes,3948.35,7,1237.49,0.1
2024-11-26,North,Electronics,Smartphones,2119.3,3,345.27,0.1
2024-11-28,North,Electronics,Smartphones,4046.35,3,1364.25,0.0
2024-11-29,East,Furniture,Chairs,1712.27,9,30.88,0.2
2024-12-01,Central,Furniture,Sofas,1982.87,10,332.84,0.1
2024-12-01,North,Office Supplies,Pens,2952.21,1,1023.04,0.2
2024-12-01,West,Furniture,Chairs,638.8,4,126.88,0.1
2024-12-04,East,Apparel,Shoes,4727.47,5,1252.23,0.2
2024-12-06,East,Apparel,Jackets,42.77,6,2.69,0.0
2024-12-08,East,Furniture,Chairs,3507.72,9,102.9,0.1
2024-12-10,West,Furniture,Beds,2735.77,10,17.33,0.3
2024-12-11,North,Office Supplies,Envelopes,2373.79,3,464.43,0.3
2024-12-11,North,Electronics,Headphones,1520.18,6,352.96,0.2
2024-12-12,East,Office Supplies,Paper,4004.89,2,556.09,0.0
2024-12-13,West,Apparel,Jeans,2430.22,3,122.02,0.0
2024-12-13,Central,Apparel,Jeans,2562.44,8,899.22,0.1
2024-12-15,Central,Office Supplies,Pens,4167.64,3,1565.26,0.1
2024-12-15,Central,Furniture,Tables,4445.54,9,598.56,0.0
2024-12-17,South,Electronics,Headphones,3457.0,10,731.05,0.2
2024-12-17,South,Apparel,Jackets,3329.04,8,643.9,0.3
2024-12-17,Central,Electronics,Cameras,940.7,7,376.07,0.0
2024-12-17,North,Electronics,Smartphones,4899.52,5,1357.74,0.2
2024-12-17,Central,Office Supplies,Paper,3228.33,1,170.82,0.1
2024-12-17,Central,Apparel,Jackets,55.8,7,3.22,0.3
2024-12-18,East,Apparel,Jeans,42.37,7,10.52,0.0
2024-12-19,South,Apparel,Shoes,1237.11,5,101.05,0.3
2024-12-20,North,Apparel,T-shirts,4578.9,4,1624.58,0.2
2024-12-20,North,Furniture,Sofas,2361.7,1,204.91,0.0
2024-12-21,East,Furniture,Tables,2283.51,3,448.11,0.2
2024-12-21,Central,Furniture,Sofas,4299.89,10,-259.38,0.1
2024-12-22,West,Furniture,Sofas,367.78,5,-22.0,0.0
2024-12-23,South,Electronics,Headphones,1850.72,4,462.03,0.3
2024-12-24,North,Office Supplies,Paper,3946.04,7,451.81,0.1
2024-12-25,South,Apparel,T-shirts,1745.71,10,641.67,0.1
2024-12-25,West,Furniture,Chairs,825.44,5,30.3,0.2
2024-12-26,Central,Office Supplies,Pens,2552.52,7,976.41,0.3
2024-12-28,West,Furniture,Beds,1948.72,9,282.36,0.1
2024-12-28,South,Apparel,Shoes,670.29,7,225.96,0.0
2024-12-29,Central,Apparel,Jeans,1448.38,2,166.56,0.3
